page,source_image,profile,psm,processed_image,raw_text,mean_confidence,median_confidence,low_confidence_token_ratio,non_empty_token_count,ground_truth_available,cer,wer,sentence_f1,composite_score,sfs,page_rank,overall_rank
page-1,samples/testing_pages/page-1.png,median_adaptive_no_clahe,11,artifacts/ocr_profiles/page-1/median_adaptive_no_clahe.png,"—
=
Sar ant
“a
—
7
|
I
—
ee ee
lex fe
ace Oe
I ~
in -*
one by
of
qo
rm
Decel
{ =)
a oes
ner LS
= ere =
——_
—
———F)
—
A
ope npr
-_—_—
t
Fa,
ve
ct
Fd | i
it
<
=
|
mem
=
or 9
as lp = Se,
mA
i!
a | a
--— =
bod}
a Zé °
cs
&
a tf
wil ae 5 si
3
i)
""
.
ce
aif
a i
measles? 2 seme,
wu”
I. =
=<?
Set he te Fk
toe
oma SF
i o
Lam)
COR
“ e ral i [a
4
a9
‘a
‘
ov
bem
i ioe
Poa]
ty”, tits !
a!
be
eens
""a
Peale
mar eof
2 Blt SOS
fae
— Fe
oa
2 |
é
OAL
ae
f
TT.
4
My
fs
ii i!
ee
Gm on
a
peed eos
# in Lr
ao
phe
c=
“at
oot
ts
aur Gas d
f Ta
ah
fi
Le
on
lH
hh jj
ey
« a ile 03
ey ae ee
remee be.
ta oe | =
8.
kas
atl
a,
Bae
ee es
f
2,
em
ad
—
cma? >,
ey ae =,
weet?
a
ae hi ed
a ae
a
oi
A
3
tI Cok
fe,
—_
fo.
i?
ri ni we
ai
-
1G
ey a
if
r
vn
2
c
24
|
Pade
a a
a L.
ete
soe
Paar
e a
a ed
ble
Peo ft
cptben |
=
peek
or ar
ay
‘
,
———
=
ay
L
a
4
a va.
r 3 Slee,
=
ae
Die
f
=
——
ee ct ee
ig Ver
fue
Cane
Jif Seed? 3 see
.
“| a,
oe ef
Py
_ a =
er
a |i
6
4
AC
- cami
8
!
: i’. ee al
fs
v
the fr ain “hi ig a
Karnsily
oe SL
3 ge ee.
|
=
fy
Ate
see cme
a
i
ei (eo
a
ene 4
o-
f. 5
oe
bef
eye af
ob
aos
jJedee AG: :
fe
‘
-
i a e ¢ f
mo me ee
nr ed ma Pn
""8
c
=
=
""|
os ek
i
a
ombes
8
¢
di
er
f
|
{|
t)
,
we
gab
iT
e
V
re
1
Il
wage
Lip
Ly
u
- ‘
ee
ad
é al
Wacom > lise os:
—
‘tse, fas ims
Ji
I
a
D
be
=
\.
bi
i""
ee
I:
fh.
if Heats aa
jgla
al?
oo
Me
""L ee]
vil
ie
fe tA.
om
=!
PI
=""
-
fo
a
iy
2
I |
£
=
-
a)
2
n
we
due
LF a
]
am
ase
j.
hal
fi
on
Revere
ce 2
a
‘tee =
-
ee
2
fee
i
M)
f
I
— fs
one |
|.
ve
__ fe ci
dog? fife
ff
poet a
fare
weet oe
i
=
i!
»
ay
ee
bie ee vie
f
Mets
ea acez
ar?
oC —
ow
lea
vr €
&
ves
hea
Sine a ee
vie
=, fl
ait
a
i -
f
fi
— te
af
=. S-
ake
A
‘L. 1
ia}
n
Fs]
~ A
a
he
oe
ws ewe di
oe
ed
""y
ll
ad
\ ¢
cam |
8
is
a
y
[:
ror ype
a
q
|
y
4
i ad
fees)
ef
= be
a
rial
aw
vou
ae
—""
8 oe
fy
—
J",36.595600676818954,35.0,0.8138747884940778,591,True,45.30769230769231,118.2,0.0,0.0,0.0,17,17
page-1,samples/testing_pages/page-1.png,median_adaptive_no_clahe,12,artifacts/ocr_profiles/page-1/median_adaptive_no_clahe.png,"—
;
—_,
=
Sard}
[
[
i.
“a
7
|
——_
lead
_:_
q. ad tal
=o =
“|
|
a i
——
ao
G
wi.
L
rs
at
AC Ie
Pe
a
al&
|
[
J
<2
an
_.. fl
=
>
sas
—
———— 2.
—
A
ia
we ee
fp eo petra
t
eo-8
it
4
;
Par
ct
Al
it
=
=e
or 9
oo
|:
mA
of
_—- a hk oe ee
ie eo
I
a
an
ae
a
:
a an ae
a a
i
ee
.-
i
=>
on an
7)
ae
ee Lis?
oe
fo
r
£4
Es
tee are ae a
Chet Roe
om
de OL
Lam)
ao
F
fe
COtte¢
i
a9
‘a
a
= bem
esa
q
Poa]
oe |
an
es
fe be
2
a 1
a
_—= Ss =
4
|
2 Blt SOS
4
ae
ee Fe
!
Fe ot
:
3 |
4
A
cs
f
TT.
My
fl
|.
Gm on
peed eos
|
d
nos
=
.
A. ra “ii 6! 0
ie
a. ee.
~~ Seue_ Gas
f fo)
ele we TS
ef ee oe ee
ah
fi
Le
on
lH
ey
cy)
ey ae ee
remee be.
er
8.
af
bo?
i he
_—
Me
Se ag!
a
!
4 fer
a
—
a
oe
wads
a} cf
eo eee vt
a
ie |
caf
=
ee
J
i
a
'
a 7 a!
oa
er a
4
—
2
L
£
""
eh P|
ai
re
ate ile.
""3 =
AY
a
i ud
| fe
i
ed
2
ha
=
pb
iF Fr
Le |
Pe |
soe
-
put
fu
we ow mie 5.
=
pee
C
Pat
I
——_
———eere
aoe
se
|
LN
| ""3
qt
2 i
“-
om.
a
|
ae
—
I.
——
7 le we
b=
to
or
as
ee aed 8? oe
‘t
| Vt
wore
- =
eu*
!
i
fo
2.
ae a
er
se
ee
ot
é
‘}
==
sal
=
eu
the
afer
oA
fy
:
af
ee De
i
_
fy
‘i
I
=
eee cee Se
faa
<
2
f. 5
ot
{> vr
=< Ye
td
‘
fr
it
Jade AG
fe
L
Ve
Pr
rie
f
omen fi
rower at
a
We
‘cl
~ a asa
L
ee
!
2
Las
‘
ga
b
di
MS
A
roe
!
L
4!
of
re
Il
- f
W
5 a)
—
an
=
u
;
v i
Ee
f
=
’
toe > Gi
Rtg
E
st ae ini
Ji
|
‘
‘
""
= wa
;
F
bj
ra
‘
rad a Toren
,
cl
cL. get
i-
mea eral
Ay
cy ee
=
e
h
Fe)
n
.
-
am
ase
i,
gS,
fi
F
| :
a
SS
es
b%,
sto ot
ie
effce
yy
M)
es
|
(omer ied
mo |
ln
4
?
ee ci
&
‘oe
ae
Te t
fis
ff
i
rae
-
le
:
weet oe
i
»
ay
© hue
to
Ss
a
fig
tty
eA a B core
;
2)
A
a,
&
—
&
ves
oi is
we
Vas
=
ia
;
a
=
f
“Sy
""yaa
aa
2
Comme,
‘l..
3 k_
n
i,
Fs]
— 3]
~ A
Pa
a
fo]
|?
I
ws ewe di
a
""y
L=
an
ad
\ ¢
cam |
®
-
[:
ap te
! } ne
4
:
re be
: Tad
—>
a
rial
aw
a
&
j
—""
Le
fy
| f",34.62895174708819,34.0,0.8535773710482529,601,True,43.8974358974359,120.2,0.0,0.0,0.0,18,18
page-1,samples/testing_pages/page-1.png,otsu,4,artifacts/ocr_profiles/page-1/otsu.png,"OS F — la _
Ps ee De ETE
+5 : =~ eee |
ft
2 = FOR sek mer te
at aif)
¥,
we!
sine Nee
ae he ‘ells hoi
aae lai ro 2""
' =
he Ta ie See
Pree",30.88095238095238,28.5,0.9047619047619048,42,True,3.2564102564102564,8.4,0.0,0.0,0.0,3,2
page-1,samples/testing_pages/page-1.png,otsu,6,artifacts/ocr_profiles/page-1/otsu.png,"ar on ,
_—| —-,-- ie geo
_. ot | 2} . _ 2
a sacs, a - i: ;
ee BOO tie hic lCamily, quiets
Po leen Yack. balen ok _scond ney
WM Ted nad Las Calcot
Me the gut of Nhe nucle",28.0,26.0,0.8636363636363636,44,True,4.128205128205129,8.8,0.0,0.0,0.0,5,5
page-1,samples/testing_pages/page-1.png,otsu,11,artifacts/ocr_profiles/page-1/otsu.png,"—
LD
17t
la
a
Cog
— -
Se
gif
ar
el
a a
aE a at
| he
‘<a
scard he senpec
4)
ft
tac,
'
i
Ca
Lp_cord
ae af al
rte ff ee a
Paver
| el ee te
ae
fbONE TL ~
frre
-
a
ality
*
ea
z
oa
we!
Pe it ae
Ee ey 2
ees
ae ie xb
aw
th ide
a af
hos
i
|
ro
in",28.573333333333334,23.0,0.8933333333333333,75,True,5.82051282051282,15.0,0.0,0.0,0.0,6,8
page-1,samples/testing_pages/page-1.png,otsu,12,artifacts/ocr_profiles/page-1/otsu.png,"GITt
Cog
ity)
ly
Ji
JAL 760
sa Lafea cee
1}
‘<a
card he scopes
ft
re]
fuel,
a ae ee a 2
4 exes lof
| el ee te
ae
POO te his lax
tree
ality
*
ar]
De. EE
Jin #
;
Pe
Be:
La
oe bo
ial
a
=
;
Fi
|
:
7
5 ‘
ee
7
ll
-~
Be i
I axBe
|
: Ty
th ide
a af
""Pad
yr
|
ae:
rs
in",33.5625,33.5,0.85,80,True,6.435897435897436,16.0,0.0,0.0,0.0,8,9
page-1,samples/testing_pages/page-1.png,adaptive_line_removal,4,artifacts/ocr_profiles/page-1/adaptive_line_removal.png,"ged on IZ 7 eee eer le doa
aa os
7 - —s; a b 7 .
ii \ i Ni o ;
oe Pana
eof epee ——- — ioe aa «fal bE oe ;
- a ~P on we pore a _ . 0
ar ae ee - J We LY: 2.00
en re ae z ane) bud. dts ae 7 "">
J ea \' 1m. e j . 3 °
a —_aq in
| fp ‘ i
Perea ate _ thts! oh La SA .
rer ~ 3 E | f
| if = | zy wee
4 ‘TT: + ae Se a = ’ ee ay °*; pal bead a
ay Bho Aorr yt cleo eet ag il ea
ie
rn ' tha’ Somes jem ae a {et i ice wl! =. a= os. ca eo
ig J a. - eT oa ""i "" fe i awAl iS mv rn To!
v4,
‘ e .
tse et eee wm = 5 = I I
My jf a ! tat i
a : . i ~, a ‘
Li ‘fie a Shee e. Jf co Se my oy
r ms wy 3 a
| ™ ° oe 7S vo 39 —
t of ae fee ; ar fg ee ae. i ie ‘ ae na o 5 eee ae J en ed \ as
oa : ; tee eos
: wile “o> Fe A, OF a a Ee — a es
, i ‘. i F . — ig e r E +}. “4 —_ ; eo ;
A ‘Ve . ae ‘l f Ue rr Jk f 4 “Tt eA a “8. A Tt: : = & ae. i eye af 5 ~ net a
wy - Lee Ged ao Lee i
a |! . ‘
i | Ee IOS ree é the}. as
dhe. Sp EE la hed . act card \y aan
ee Fy Us a e ¢ i £3 ad PS fgden chy ibe],
we. ; . me bite cone ee ek . Goa Hod
WA meee re ae ots 7 G é Poet 2 AL ai
: . i 7 poo = og , 0 \. iy
7 iE rg OA By A _ i ! a wo oe eer ar a £1, : ai fy = nts ba. i
‘ } ~] ? | maze” | = if 1 i ; -_ i a am :
wm gis oe as! wy ” ae ee oe any . a ar | + - & 1 &. ‘ ete 22 & -
be mm at _f: rn a a eck soem be ca 7 (ea & fl Tr
if . a a
v4 c , a 3. jf . = =; ad 5 . an",29.43167028199566,28.0,0.8806941431670282,461,True,33.41025641025641,92.2,0.0,0.0,0.0,16,16
page-1,samples/testing_pages/page-1.png,adaptive_line_removal,6,artifacts/ocr_profiles/page-1/adaptive_line_removal.png,"Pp ee OS 7, =
i, © t SS : AY \ _. a cousins: 8 3 TO em mime SS “eee 7 F => . a
|RSS ote bt al” bee,
¢ | fi a | a uty ap ge age Pe am ’ oo j=. a og 27) | .
‘ce=) : : - . - o eM ety a Om fa s ee” ae oe wll t c —
| ee ee GEL tel A CoE i
EE A —q S |
iE , : . . ~| - : a! wm f
CO 7IR te ST ere ae JOT,
ey A ~ 7 Le = , a | , ; ;
1, is Seibert fs ae if EI ef re
. or Le See - a = ‘lo 7 . f . a , a
i f io epi j Koa mela. |
AF at, peg be gs J ie, ee Po! i
le ay lies y-——CG EIR fo be :
eg 7 i) oe ayy ar e ot es ) eo re
| i | SEO. fbr | nef Coe Mei “eet @ ' eR
og or ihe feel gad tages. Sesete ty =
oe ee ee Ye. ah i'l i fo a | fete |
. pth feed Peo Et 7 re er ne eed ee eee eee festa :
: z a4 Pa ‘ ef fl .
wee = f - - J 7 ° fe | ion a - “* i” a > “) PB . |
| [ ‘ 3 iy i 7S vee sm ie j fa é LS ae? |
fe a f ” . 7 a a ~ an ae) on.
‘ OR . . ee 2 2. z mare A 35 ~~ | a é A a —_,
. eee bt gherge 22 es Oe Lr )
f = i c i } | = ; ; =",31.757009345794394,29.0,0.8660436137071651,321,True,23.025641025641026,64.2,0.0,0.0,0.0,14,14
page-1,samples/testing_pages/page-1.png,adaptive_line_removal,11,artifacts/ocr_profiles/page-1/adaptive_line_removal.png,"—
——_-~
=
Sar ant
“a
—
7
|
I
ee ee
lex fe
ace Oe
I ~
in -*
(ssh IZ
Decel
{ =)
a oes
ner LS
= ere =
——_
—
———F)
—
A
bo
ope npr
———
—_—— -$ —.
t
on
ve
ct
Fd | i
it
<
=
|
mem
=
or 9
as lp = Se,
mA
i!
a | a
--— =
bod}
a Zé °
cs
&
a tf
wil ae 5 si
3
i)
""
.
ce
aif
a i
measles? 2 seme,
wu”
I. =
=<?
Set he te Fk
toe
oma SF
i o
Lam)
COR
“ e ral i [a
4
a9
‘a
‘
ov
bem
i ioe
Poa]
ty”, tits !
a!
be
eens
""a
Peale
mar eof
2 Blt SOS
fae
— Fe
oa
2 |
é
OAL
ae
f
TT.
4
My
fs
ii i!
ee
Gm on
a
peed eos
# in Lr
ao
phe
c=
“at
oot
ts
aur Gas d
f Ta
ah
fi
Le
on
lH
hh jj
a
a ad wo 83 of
ey ae ee
remee be.
ta oe | = 78
Fi
par] a
a,
Bae
ee es
f
2,
em
ad
—
2 eat >,
=i
ey ae =,
Sach
ae hi ed
by
caf
a
(fee
A
3
af
i a
tL ee ae oe ie, ae
—
t
he
e,
ve
fo.
i?
earl iy
ai
-
ey
—n
if
r
ag
2
c
24
|
Pade
Cas wa
_
a a
a L.
ete
soe
Paar
e a
a ed
ble
aha ce
2i|
=
peek
or ar
ay
‘
,
———
=
ay
L
a
4
a va.
r 3 Slee,
=
ae
Die
f
=
——
ee ct ee
ig Ver
fue
Cane
Jif Seed? 3 see
.
“| a,
oe ef
Py
_ a =
er
a |i
6
4
AC
- cami
8
!
: i’. ee al
fs
v
the fr ain “hi ig a
Karnsily
oe SL
3 ge ee.
|
=
fy
Ate
see cme
a
i
ei (eo
a
ene 4
o-
f. 5
oe
bef
eye af
ob
aos
jJedee AG: :
fe
‘
-
i a e ¢ f
mo me ee
nr ed ma Pn
""8
c
=
=
""|
os ek
i
a
ombes
8
¢
di
er
f
|
{|
t)
,
we
gab
iT
e
V
re
1
Il
wage
Lip
Ly
u
- ‘
ee
ad
é al
Wacom > lise os:
—
‘tse, fas ims
Ji
I
a
D
be
=
\.
bi
i""
ee
I:
fh.
if Heats aa
jgla
al?
oo
Me
""L ee]
vil
ie
fe tA.
om
=!
PI
=""
-
fo
a
iy
2
I |
£
=
-
a)
2
n
we
due
LF a
]
am
ase
j.
hal
fi
on
Revere
ce 2
a
‘tee =
-
ee
2
fee
i
M)
f
I
— fs
one |
|.
ve
__ fe ci
dog? fife
ff
poet a
fare
weet oe
i
=
i!
»
ay
ee
bie ee vie
f
Mets
ea acez
ar?
oC —
ow
lea
vr €
&
ves
hea
Sine a ee
vie
=, fl
ait
a
i -
f
fi
— te
af
=. S-
ake
A:
‘L. 1
n
Fs]
a
he
oe
ws ewe di
oe
ed
""y
ll
ad
j fa
cam |
8
is
a
y
[:
ror ype
a
q
|
y
4
i ad
fees)
re be
= be
a
rial
aw
vou
ae
—""
8 oe
fy
—
_",36.52902155887231,35.0,0.8225538971807629,603,True,46.30769230769231,120.6,0.0,0.0,0.0,19,20
page-1,samples/testing_pages/page-1.png,adaptive_line_removal,12,artifacts/ocr_profiles/page-1/adaptive_line_removal.png,"—
ee
—
—_,
=
=~ 8
[
“a
L
174
——_
lead
_:_
q. ad tal
=o =
“|
|
a i
——
ao
G
wi.
L
rs
at
AC Ie
Pe
a
al&
|
[
Cs a
<2
an
_.. fl
=
>
sas
—
———— 2.
—
A
ia
we ee
fp eo petra
——-
—_—— -$ —.
t
eo-8
it
4
;
ve
ct
Al
it
=
=e
or 9
oo
|:
me
i!
_— - ete
a | a
I
a
an
ae
a
:
a an ae
a a
i
ee
.-
i
=>
on an
7)
ae
ee Lis?
oe
fo
r
£4
Es
a
=
tee are ae a
Chet Roe
om
de OL
Lam)
ao
F
fe
COtte¢
i
a9
‘a
a
= bem
esa
q
Poa]
oe |
an
es
fe be
2
a 1
a
_—= Ss =
4
|
2 Blt SOS
4
ae
ee Fe
!
Fe ot
:
3 |
4
é
A
cs
f
TT.
4
My
‘
fl
|.
Gm on
peed eos
|
c=
nos
.
A. ra “ii 6! 0
af
ie
a. ee.
~~ Seue_ Gas
f fo)
ele we TS
ef ee oe ee
ah
fi
Le
on
lH
cy)
ey ae ee
remee be.
ta oe | i ered]
Fi
af
bo?
i he
_—
Me
Se ag!
a
!
4 fer
a
—
a
oe
wee oh
a
ae hi ed
|
ie |
caf
=
ee
J
i
a
'
a i a!
oa
er a
4
—
ee
L
£
""
eh P|
ai
re
ate ile.
""3 =
AY
a
i ud
| fe
i
ed
2
ha
=
pb
iF Fr
Le |
Pe |
soe
-
put
fu
we ow mie 5.
=
pee
C
Pat
I
——_
———eere
aoe
se
|
LN
| ""3
qt
2 i
“-
om.
a
|
ae
—
I.
——
7 le we
b=
to
or
as
ee aed 8? oe
‘t
| Vt
wore
- =
eu*
!
i
fo
2.
ae a
er
se
ee
ot
é
‘}
==
sal
=
afer
oA
fy
:
af
ee De
i
_
fy
‘i
I
=
eee cee Se
faa
<
2
f. 5
ot
{> vr
=< Ye
td
‘
fr
it
lade AG
fe
L
Ve
Pr
rie
omen fi
rower at
a
We
‘cl
~ a asa
L
ee
!
2
Las
‘
ga
b
di
MS
A
roe
!
L
4!
of
re
Il
- f
W
5 a)
—
an
=
u
;
v i
Ee
f
=
’
toe > Gi
Rtg
E
st ae ini
Ji
|
‘
‘
""
= wa
;
F
bj
ra
‘
rad a Toren
,
cl
cL. get
i-
mea eral
Ay
cy ee
=
e
h
Fe)
n
.
-
am
ase
i,
gS,
fi
F
| :
a
SS
es
b%,
sto ot
ie
effce
yy
M)
es
|
(omer ied
mo |
ln
4
?
ee ci
&
‘oe
ae
Te t
fis
ff
i
rae
-
le
:
weet oe
i
»
ay
© hue
to
Ss
a
fig
tty
eA a B core
;
2)
A
a,
&
—
&
ves
oi is
we
Vas
=
ia
;
a
=
f
“Sy
""yaa
aa
2
Comme,
‘l..
3 k_
n
i,
Fs]
— 3]
~ A
Pa
a
fo]
|?
I
ws ewe di
a
""y
L=
an
ad
\ ¢
cam |
®
-
[:
ap te
! } ne
4
:
re be
: Tad
—>
a
rial
aw
a
&
j
—""
Le
fy
| f",34.81967213114754,34.0,0.8524590163934426,610,True,44.43589743589744,122.0,0.0,0.0,0.0,20,19
page-2,samples/testing_pages/page-2.png,grayscale,4,artifacts/ocr_profiles/page-2/grayscale.png,"a rest
_—
—=",17.5,18.0,1.0,4,True,0.9743589743589743,1.0,0.0,0.00897435897435898,0.0,3,3
page-2,samples/testing_pages/page-2.png,grayscale,6,artifacts/ocr_profiles/page-2/grayscale.png,"Peete bas die
a Oe re
ik, Te Rar bow * — debe. — ow te... debe
=a
cel ed",39.5,38.5,0.85,20,True,1.7179487179487178,4.0,0.0,0.0,0.0,5,4
page-2,samples/testing_pages/page-2.png,grayscale,11,artifacts/ocr_profiles/page-2/grayscale.png,"—
Tn the Fi
0a
ie
fp become bus detic
=
bene Ge
hs Jo karn J
bo
er ai
EE a
iL hae fo a
a ME
CY
J
0. die! j
eS ail ™ a
ey
—_— =
ail A
4a
;
—s
—=
——_———
=
—
=)
a PAY fy
ha
wit oa
AS of
ma
cf
Cit
sh
===
————
— SS
neal
ee
——",33.72463768115942,34.0,0.8405797101449275,69,True,5.358974358974359,13.8,0.0,0.0,0.0,9,7
page-2,samples/testing_pages/page-2.png,grayscale,12,artifacts/ocr_profiles/page-2/grayscale.png,"—
Tn the Fi
0a
ie
fp become bus detic
=
bene Ge
hs Jo karn J
i]
er ai
EE a
iL hae fo a
a ME
CY
J
ey es
die Eh gring
or VY Py
|
=
hia 2S
ra Sa
Vi
a
adthi|
rE,
eee!
—
i
Sh
ih a.) /
2? Ao
wit oa
e AS ou
eas
Cit
sh
3
=
= i
. lll
—
-——",32.35616438356164,30.0,0.8767123287671232,73,True,5.589743589743589,14.6,0.0,0.0,0.0,11,10
page-2,samples/testing_pages/page-2.png,clahe_median_adaptive,4,artifacts/ocr_profiles/page-2/clahe_median_adaptive.png,.- —_— = ———,29.75,12.5,0.75,4,True,0.9230769230769231,1.0,0.0,0.026923076923076904,0.0,1,1
page-2,samples/testing_pages/page-2.png,clahe_median_adaptive,6,artifacts/ocr_profiles/page-2/clahe_median_adaptive.png,"Thy the Buave J Mae 1
- i seas “ me Woe Ty j i
Th hen a bes die |
_ ‘Thevantge [lat IE lg he eo '
- i hte: fe Meet hal BO ee: Ie
ame i8 Pale fo tale: @ site —
fen Baral gail. —
—t hen BG aig, Eee. 7 figiz.—
<7 7 At is ra Ae at ee = S. fi — fess = Se Ire NS,
ye Ae. ota nf EL tthe oe i ae Hq } eis
ac ig a ie
|",31.47252747252747,32.0,0.9120879120879121,91,True,7.589743589743589,18.2,0.0,0.0,0.0,13,6
page-2,samples/testing_pages/page-2.png,clahe_median_adaptive,11,artifacts/ocr_profiles/page-2/clahe_median_adaptive.png,"-
!
I
Fe oi
|
i
je
aa
Mf
El
\3
i
j
i
at,
af
furs
BE
as
ind f
f
-
we Wa
i a
eee)
ae
:
|
=e
Nt
i
iy
“itl
Abe
|
fu
hi
i
heal
a
ties
Pr |
te eo ‘
rf
ae
Nags |
{
Pile
a
ahs
z
be
ae
II
(ay aes
——
1
| I |
ih t
egal
fl
&
Cal a
sie JG
a
ore
a)
ae
ia Pio
Of es
!
Hy
a
-
os -
— SH
ij
(at
Lhe
rl
I's,
FO a
i.e,
is
j=
ee
al
if
inte
LS
et)
ey eee
antl
a
a
in
—
[v2
{ i
el
Poa
[ae fet
(30
Me
——a
-
—=—$—
ea
(
pol
itd
=.
fi
| |
‘=
ee
ae
:
MP Ae ae
cA
ee
—
— es
————————""
——__ =
—_——_-
 —_
—",35.2,32.0,0.8258064516129032,155,True,11.820512820512821,31.0,0.0,0.0,0.0,16,13
page-2,samples/testing_pages/page-2.png,clahe_median_adaptive,12,artifacts/ocr_profiles/page-2/clahe_median_adaptive.png,"!
Fe oi
Hl
gale
je
ae
ames,
Mf
El
\3
i
——
i
il
af
furs
|
f
BE
as
f
______.
|
i
we ify
|
1a
:
i
io
dé
Abe
|
fu
hi
i
eat
—_ =
—
a
ties
Pr |
te eo ‘
rf
ae
{
“hel
>
z
i
ae
II
(ay aes
=
1
fi
| I |
ih
a
&
Cal a
Lie if
iS
ae
ve
vate]
ie
Of es
!
by
ae
ij
I's,
Fs ob aol
i;
is
ee
al
if
inte
f
LS
—
f
et)
ey eee
éai |
a
4
;
i
any
a
:
4
=
a
:
Sa
(
feat
(ie.
=.
fi
bil
——}+=—
(i
a.
ee
>""
Z
Pe
APE
cA
ee
—
—
— es
————————""
——__ =
—",36.697841726618705,35.0,0.8201438848920863,139,True,10.435897435897436,27.8,0.0,0.0,0.0,15,12
page-2,samples/testing_pages/page-2.png,median_adaptive_no_clahe,4,artifacts/ocr_profiles/page-2/median_adaptive_no_clahe.png,"i 50. ai a, _ ___ th
—— a>
tp 4S TE
_ a ”
__i¢ zy “4, 1
[
—
Wea
ae
fe ge
—
BA
aoe A ee if
qk th Bie. ytd
iE
ell
ee ee
Wie
yet Me.",29.785714285714285,28.5,0.9285714285714286,42,True,3.128205128205128,8.4,0.0,0.0,0.0,7,15
page-2,samples/testing_pages/page-2.png,median_adaptive_no_clahe,6,artifacts/ocr_profiles/page-2/median_adaptive_no_clahe.png,"ye op iy eta ee |
Fes Io tet pi \yealt TO. dite,
_; (ADL VR Fee ete eee
OL eee AGA GL he ieee
OE one 4 fea a Te SU",31.1875,30.0,0.9375,32,True,2.641025641025641,6.4,0.0,0.0,0.0,6,11
page-2,samples/testing_pages/page-2.png,median_adaptive_no_clahe,11,artifacts/ocr_profiles/page-2/median_adaptive_no_clahe.png,"—_____,
[
=--§—— ee
—
}
_ at
Wii
al fa i he fei PE
—
PP
Soe pp
Ay
ea fay qT)
fie
Tatts
el, |
—
Se
-—
aos
Se _
[
—
ae
hot We
— -
—_
fe ge
—————
———.
= =
rien
MF on gh La,
>.”
ee
_—___—""
oo
|
Lev
dit ye
tr
lin ce cyl
— —
a teem
_—_—_—_—_—_—_—
ciel |
aie “6
——
eee
aa oe
Van
fo
“Lert
if
ee
{i
fA
ce
ahs
—_—$——
ft ly
fi
—_—
50.
Mex
_
tr
—
on nf A. Bie. f
ee _—
————_—
——__
a ee | “=
ee
A et by:
et ae
oA
—————
i.
ae bt Togs
__ al i fl
Gh iy
a
ie
—!
BA
A Se
—_—__- o--
ee ee
ee
Tt
|
ee
_ ae
oe
he fear’
Ne. M i
—— >
ue
ad
ee ane
——
——
ry
— re oe
fi oF
ej
oa @
ine ' A jp
Co
VS
it
md i.
es <_-
—— er
TF
_ ee
* Ct)
oe —
be
——! +P
f°
f
we ae
.
on a
Ye
a
Tee
—
wat
FS
e =
= __—
—— ___
ee,
ne |
(i to#4
1
<<
Qe om
“Eee
es
—=-)S—_ =.
erm
——
—
a
an
=
— —_=",30.104803493449783,30.0,0.9170305676855895,229,True,18.58974358974359,45.8,0.0,0.0,0.0,19,17
page-2,samples/testing_pages/page-2.png,median_adaptive_no_clahe,12,artifacts/ocr_profiles/page-2/median_adaptive_no_clahe.png,"—_____,
[
————
—s
_
5
aien “é th ‘af ye ©
“
Pye
—$———
m
Soe pp
SSS
gee
ek
his eile
o
Se
—
—
eae
ji
me
— 5
———.
= =
rien
MF on gh La,
>
eet
— a2.
oo
== 3
sah
Le
lie I
Ma
ms
eer
ard
a teem
wo.
ge
aie “6
—
veal
”
Vie
fo
of
me rade r
ee
{i
fA
ce
ahs
é—r
—_————
EL
a a
f F A
e/a
BS
a
ie
Se
5 ol ia
lt.
>
_
tr
—S
——
a>
a?
c
yl
iret
fos
ie
—————
ra a. ‘L. Togeye
ti cn
al
i ae ee ee
i
|
=——— Ee
ss
es
——eee
ee
=
|
ae
ved
|
&
pail
i
|
a""
—— >
I,
F*
ii ‘|
pore
em
fi
—
ae,
——<—S$ ¥sX—Xv—rr—->—-
f
— re oe
_ a
fi oF
— e
ce
;
_
i
'
Cite.
VS
if?
hoe
—— er
i
i
_ ee
* Ct)
os —
‘
f
4?
fy
[fe
ry
f
f
th,
a) 5 — ee ee,
A
it by
T,
:
i
j
wr!
—
wat
—— ___
_
-
Fn oar |
Qe om
i
=
——
—
a",31.44392523364486,32.0,0.8878504672897196,214,True,16.71794871794872,42.8,0.0,0.0,0.0,18,18
page-2,samples/testing_pages/page-2.png,otsu,4,artifacts/ocr_profiles/page-2/otsu.png,"=~ ee bert
——
—",53.8,55.0,0.6,5,True,0.9487179487179487,1.0,0.0,0.01794871794871796,0.0,2,2
page-2,samples/testing_pages/page-2.png,otsu,6,artifacts/ocr_profiles/page-2/otsu.png,"“tke a bus dele
—\eeege Waa te
ib. Te Bart bow 2 debe gid 20. debe
‘a
STi",32.22222222222222,30.0,0.8888888888888888,18,True,1.7179487179487178,3.6,0.0,0.0,0.0,4,5
page-2,samples/testing_pages/page-2.png,otsu,11,artifacts/ocr_profiles/page-2/otsu.png,"——
iy he PM
ne
_ yiae
Ep beet. a bes dete
am
et ee
it. Je Earn |
Le
tial
ive
L hae to tal
ie ad
| ¥
é
paindtia Lt ev j
ak aie Pe ao
Ph
a
i alc a
ais
?
=.
—
—_— =
—
—
=
a sri! led
“By
aati oa
Ay &
eG!
ir
a
rey
yg ee
SI
a a
OL
-
—",37.06849315068493,35.0,0.821917808219178,73,True,5.564102564102564,14.6,0.0,0.0,0.0,10,8
